image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Amber_124,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.69,1.86,0.16,0.0,6.8,66.03,41.83,61.58,15.38,1.63,0.84,0.25,0.06,0.05,153.72,0.2,0.0,2.83,0.0,0.21,1.03,717.3,64.78,0.38,0.9,55.35,0.3,63.7,0.46,20.22,0.52,0.52,0.3,1.04,281.21,75.04,1.87,0.15,0.0,6.73,15.26,1.63,0.8,0.26,0.06,0.05,151.91,0.0,2.76,1.03,710.78,66.47,0.38,0.93,55.46,0.3,64.66,0.45,89.56,0.0,23.29
Amber_125,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.63,1.88,0.15,0.0,6.76,64.92,41.22,60.34,15.04,1.68,0.8,0.25,0.06,0.05,156.0,0.21,0.0,2.77,0.0,0.21,1.01,696.37,64.47,0.36,0.93,54.11,0.3,64.39,0.45,20.22,0.52,0.52,0.31,1.01,286.7,75.7,1.88,0.15,0.0,6.74,15.16,1.67,0.82,0.25,0.06,0.05,152.05,0.0,2.7,1.04,718.48,65.74,0.38,0.94,54.51,0.31,63.31,0.44,93.14,0.0,24.06
Amber_126,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.5,1.83,0.16,0.0,6.88,66.67,41.58,60.4,15.08,1.63,0.84,0.25,0.06,0.05,150.06,0.2,0.0,2.8,0.0,0.21,1.03,724.38,66.9,0.37,0.94,56.38,0.3,62.37,0.45,20.27,0.51,0.51,0.31,1.01,283.95,77.58,1.81,0.15,0.0,6.93,14.96,1.66,0.81,0.25,0.06,0.05,152.98,0.0,2.83,1.04,703.07,65.73,0.37,0.9,54.65,0.3,64.37,0.46,90.26,0.0,23.69
Amber_127,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.27,1.85,0.15,0.0,6.73,64.35,40.85,60.58,15.61,1.65,0.81,0.26,0.06,0.05,151.43,0.2,0.0,2.82,0.0,0.21,1.03,703.19,66.62,0.38,0.94,55.01,0.3,63.46,0.45,20.37,0.51,0.51,0.3,1.04,281.31,76.83,1.87,0.16,0.0,7.01,14.99,1.63,0.83,0.25,0.06,0.05,152.91,0.0,2.74,1.0,730.75,64.54,0.38,0.92,55.34,0.3,64.0,0.46,89.85,0.0,24.05
Amber_128,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.7,1.9,0.16,0.0,6.7,67.16,40.57,60.54,15.3,1.66,0.81,0.25,0.06,0.05,149.42,0.2,0.0,2.74,0.0,0.21,1.02,699.59,63.84,0.36,0.93,55.42,0.3,64.75,0.46,20.79,0.51,0.5,0.31,1.03,285.97,77.93,1.87,0.16,0.0,6.77,15.57,1.61,0.82,0.26,0.06,0.05,150.35,0.0,2.73,1.02,727.95,66.23,0.38,0.91,55.64,0.31,63.71,0.46,89.12,0.0,23.37
Amber_129,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.29,1.85,0.15,0.0,6.82,66.8,39.94,62.64,15.56,1.64,0.84,0.26,0.06,0.05,150.29,0.2,0.0,2.78,0.0,0.21,1.02,706.22,64.33,0.37,0.93,54.1,0.31,62.72,0.44,20.15,0.5,0.5,0.31,1.03,288.62,75.36,1.83,0.15,0.0,6.8,15.24,1.65,0.84,0.26,0.06,0.05,148.96,0.0,2.73,1.02,697.53,64.41,0.36,0.91,55.93,0.3,65.05,0.45,91.96,0.0,22.99
Amber_130,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.92,1.88,0.15,0.0,6.73,64.86,41.56,61.47,15.15,1.68,0.83,0.26,0.06,0.05,154.47,0.21,0.0,2.81,0.0,0.2,1.03,709.85,63.9,0.37,0.9,56.4,0.3,64.75,0.44,20.4,0.52,0.5,0.31,1.04,278.04,76.45,1.87,0.15,0.0,6.88,15.5,1.62,0.81,0.26,0.06,0.05,149.89,0.0,2.71,1.04,730.17,66.53,0.37,0.9,56.63,0.3,64.72,0.46,91.98,0.0,22.97
Amber_131,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.62,1.86,0.16,0.0,6.95,65.9,41.07,60.55,15.59,1.67,0.83,0.26,0.06,0.05,153.75,0.21,0.0,2.8,0.0,0.2,1.03,723.85,64.7,0.37,0.9,53.96,0.3,63.14,0.44,19.96,0.52,0.5,0.3,1.0,284.31,78.57,1.84,0.16,0.0,6.92,15.55,1.67,0.81,0.26,0.06,0.05,151.56,0.0,2.77,1.04,717.11,64.28,0.38,0.92,53.89,0.3,63.22,0.44,93.25,0.0,23.69
Amber_132,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.34,1.83,0.15,0.0,6.83,64.49,40.94,62.04,15.54,1.64,0.82,0.26,0.06,0.05,153.76,0.2,0.0,2.82,0.0,0.21,1.01,696.89,67.04,0.38,0.94,54.54,0.3,62.51,0.46,20.33,0.51,0.52,0.31,1.0,284.93,75.98,1.9,0.16,0.0,6.71,15.49,1.65,0.81,0.26,0.06,0.05,150.25,0.0,2.77,1.02,713.22,64.09,0.38,0.93,53.88,0.31,62.73,0.45,91.12,0.0,23.03
Amber_133,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.96,1.83,0.16,0.0,6.96,65.35,40.56,60.12,15.39,1.67,0.83,0.25,0.06,0.05,150.89,0.2,0.0,2.75,0.0,0.21,1.02,704.73,67.06,0.37,0.91,54.96,0.3,64.97,0.45,20.37,0.51,0.51,0.31,1.03,289.37,75.74,1.83,0.15,0.0,6.85,15.74,1.66,0.82,0.26,0.06,0.05,150.6,0.0,2.71,1.04,700.26,67.15,0.37,0.91,53.85,0.3,63.66,0.46,90.55,0.0,23.63
Amber_134,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.28,1.86,0.16,0.0,7.02,63.88,40.2,62.43,15.47,1.67,0.8,0.25,0.06,0.05,152.76,0.21,0.0,2.83,0.0,0.2,1.0,728.89,64.5,0.37,0.94,54.77,0.3,64.75,0.46,20.91,0.51,0.51,0.31,1.04,289.56,78.29,1.88,0.15,0.0,6.77,15.4,1.67,0.81,0.25,0.06,0.05,148.74,0.0,2.71,1.05,709.83,64.31,0.37,0.93,55.4,0.3,63.72,0.45,90.21,0.0,23.78
Amber_135,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.21,1.87,0.16,0.0,6.88,64.96,39.98,62.51,15.21,1.61,0.82,0.25,0.06,0.05,155.73,0.2,0.0,2.7,0.0,0.2,1.02,724.02,66.7,0.37,0.92,56.69,0.31,64.49,0.45,20.83,0.52,0.5,0.31,1.05,287.18,75.11,1.89,0.15,0.0,6.84,15.72,1.68,0.82,0.26,0.06,0.05,149.81,0.0,2.76,1.01,726.69,67.14,0.38,0.94,54.22,0.31,64.38,0.45,91.33,0.0,23.24
Amber_136,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.41,1.85,0.15,0.0,6.73,66.85,41.76,60.7,15.31,1.67,0.83,0.25,0.06,0.05,154.81,0.2,0.0,2.81,0.0,0.2,1.02,694.38,66.15,0.38,0.9,56.46,0.3,64.86,0.45,20.03,0.51,0.5,0.3,1.04,288.72,76.05,1.85,0.15,0.0,6.98,15.21,1.66,0.83,0.26,0.06,0.05,151.39,0.0,2.79,1.03,704.16,64.27,0.36,0.9,54.71,0.3,62.43,0.44,89.86,0.0,23.16
Amber_137,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.55,1.85,0.16,0.0,6.84,66.17,40.46,60.42,15.44,1.65,0.8,0.26,0.06,0.05,151.48,0.21,0.0,2.71,0.0,0.21,1.04,702.8,66.59,0.38,0.93,55.46,0.3,63.06,0.46,20.87,0.51,0.52,0.3,1.04,282.53,78.32,1.83,0.15,0.0,6.98,15.72,1.67,0.83,0.25,0.06,0.05,156.43,0.0,2.8,1.03,713.67,66.27,0.36,0.91,55.89,0.31,63.67,0.45,91.96,0.0,23.95
Amber_138,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.35,1.81,0.15,0.0,6.84,66.57,39.9,61.3,15.66,1.64,0.81,0.25,0.06,0.05,153.6,0.21,0.0,2.82,0.0,0.21,1.01,730.2,64.14,0.36,0.93,55.23,0.3,64.09,0.45,20.07,0.5,0.52,0.31,1.01,284.68,74.92,1.84,0.15,0.0,6.79,15.04,1.67,0.81,0.25,0.06,0.05,154.24,0.0,2.75,1.01,703.39,64.25,0.38,0.94,54.34,0.3,62.64,0.46,89.04,0.0,23.93
Amber_139,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.61,1.87,0.15,0.0,7.01,63.88,40.64,61.38,15.43,1.68,0.82,0.26,0.06,0.05,152.97,0.2,0.0,2.76,0.0,0.21,1.05,694.61,66.56,0.36,0.91,55.16,0.3,63.17,0.45,20.77,0.52,0.51,0.31,1.0,282.66,76.89,1.82,0.16,0.0,6.77,15.4,1.64,0.83,0.25,0.06,0.05,149.59,0.0,2.76,1.01,702.23,66.93,0.38,0.9,54.77,0.31,62.9,0.45,92.69,0.0,23.54
Amber_140,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.24,1.9,0.15,0.0,7.0,66.76,40.24,59.83,15.23,1.64,0.82,0.25,0.06,0.05,153.59,0.2,0.0,2.7,0.0,0.2,1.03,710.14,66.84,0.37,0.91,54.52,0.3,63.93,0.44,20.58,0.51,0.51,0.3,1.01,281.32,75.81,1.88,0.16,0.0,6.72,15.53,1.61,0.81,0.26,0.06,0.05,155.94,0.0,2.76,1.01,715.41,64.05,0.37,0.9,54.09,0.3,62.97,0.44,93.4,0.0,24.11
Amber_141,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.13,1.86,0.15,0.0,6.85,65.5,40.84,62.53,15.56,1.64,0.84,0.25,0.06,0.05,151.26,0.2,0.0,2.83,0.0,0.21,1.03,696.87,64.83,0.37,0.94,55.95,0.3,62.71,0.46,20.2,0.51,0.52,0.31,1.0,281.62,77.97,1.85,0.16,0.0,6.75,14.96,1.64,0.83,0.26,0.06,0.05,155.01,0.0,2.77,1.01,713.56,65.79,0.37,0.93,53.93,0.31,62.34,0.46,90.21,0.0,24.07
Amber_142,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.58,1.82,0.16,0.0,6.77,66.2,41.85,61.99,15.72,1.68,0.82,0.25,0.06,0.05,156.29,0.2,0.0,2.83,0.0,0.2,1.01,701.87,65.53,0.37,0.94,55.43,0.31,63.79,0.45,20.32,0.52,0.5,0.31,1.02,286.26,78.57,1.87,0.15,0.0,7.03,15.68,1.63,0.82,0.26,0.06,0.05,150.77,0.0,2.72,1.02,702.01,64.07,0.37,0.91,54.76,0.3,64.93,0.44,89.54,0.0,23.57
Amber_143,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.72,1.82,0.15,0.0,6.96,64.38,40.64,61.05,15.29,1.66,0.84,0.26,0.06,0.05,154.1,0.21,0.0,2.79,0.0,0.2,1.02,700.21,64.07,0.37,0.92,54.2,0.3,61.98,0.45,20.56,0.5,0.5,0.31,1.02,280.88,77.69,1.82,0.15,0.0,6.97,15.7,1.68,0.81,0.25,0.06,0.05,149.98,0.0,2.71,1.03,718.48,66.15,0.38,0.92,54.52,0.31,63.39,0.45,92.77,0.0,23.9
Amber_144,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.77,1.9,0.16,0.0,6.81,65.59,40.55,62.19,15.25,1.63,0.84,0.25,0.06,0.05,153.34,0.2,0.0,2.73,0.0,0.21,1.0,714.41,63.91,0.38,0.9,55.61,0.31,64.46,0.45,20.28,0.51,0.51,0.3,1.02,276.64,78.64,1.88,0.15,0.0,6.87,14.96,1.62,0.81,0.26,0.06,0.05,150.33,0.0,2.77,1.03,725.0,63.84,0.37,0.92,53.9,0.3,64.14,0.45,90.57,0.0,24.03
Amber_145,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.72,1.83,0.16,0.0,6.72,64.75,41.72,60.66,15.43,1.68,0.81,0.25,0.06,0.05,149.79,0.21,0.0,2.7,0.0,0.2,1.03,694.84,64.08,0.37,0.91,56.67,0.3,61.97,0.44,20.74,0.5,0.51,0.31,1.01,288.08,75.64,1.85,0.15,0.0,6.91,15.51,1.67,0.82,0.26,0.06,0.05,154.55,0.0,2.76,1.0,697.14,66.65,0.36,0.93,56.09,0.31,62.98,0.44,92.24,0.0,23.71
Amber_146,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.13,1.84,0.16,0.0,6.97,65.9,41.78,60.58,15.13,1.65,0.81,0.25,0.06,0.05,152.71,0.2,0.0,2.79,0.0,0.21,1.0,694.29,64.69,0.37,0.91,55.01,0.3,61.83,0.46,20.81,0.51,0.51,0.31,1.01,286.17,76.3,1.86,0.15,0.0,6.93,15.71,1.65,0.82,0.25,0.06,0.05,155.84,0.0,2.75,1.02,709.88,63.98,0.37,0.92,55.83,0.31,65.05,0.46,90.47,0.0,23.18
Amber_147,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.27,1.81,0.16,0.0,6.96,66.01,40.69,60.77,15.42,1.67,0.81,0.26,0.06,0.05,151.18,0.2,0.0,2.75,0.0,0.2,1.02,709.99,64.44,0.37,0.9,56.54,0.3,63.09,0.45,20.32,0.51,0.51,0.3,1.03,276.55,78.66,1.85,0.15,0.0,6.78,15.0,1.65,0.84,0.25,0.06,0.05,155.36,0.0,2.71,1.03,721.97,65.22,0.37,0.94,55.75,0.31,64.86,0.46,92.96,0.0,23.38
Amber_148,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.94,1.86,0.16,0.0,6.68,66.95,41.98,60.65,15.5,1.62,0.81,0.26,0.06,0.05,153.13,0.21,0.0,2.72,0.0,0.2,1.04,714.52,63.91,0.37,0.94,56.04,0.3,61.86,0.45,20.34,0.51,0.52,0.3,1.04,276.68,75.57,1.88,0.16,0.0,7.03,15.08,1.62,0.83,0.26,0.06,0.05,149.08,0.0,2.7,1.0,729.47,66.53,0.38,0.94,54.09,0.31,62.96,0.44,93.22,0.0,23.36
Amber_149,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.76,1.88,0.15,0.0,6.72,66.64,40.72,61.76,15.5,1.67,0.82,0.26,0.06,0.05,151.7,0.21,0.0,2.8,0.0,0.21,1.01,725.63,64.49,0.37,0.92,54.53,0.3,63.02,0.45,20.83,0.52,0.51,0.31,1.03,290.2,78.29,1.9,0.15,0.0,6.82,15.34,1.65,0.83,0.26,0.06,0.05,149.74,0.0,2.83,1.04,695.78,65.4,0.38,0.9,56.65,0.3,64.78,0.45,89.32,0.0,23.63
Amber_150,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.74,1.87,0.15,0.0,6.96,64.18,41.49,60.01,15.54,1.61,0.82,0.26,0.06,0.05,152.85,0.2,0.0,2.79,0.0,0.21,1.02,727.02,67.12,0.38,0.93,54.08,0.3,64.85,0.44,20.59,0.51,0.52,0.31,1.02,277.3,76.43,1.83,0.16,0.0,6.98,15.51,1.64,0.84,0.25,0.06,0.05,151.08,0.0,2.82,1.01,722.65,65.62,0.37,0.92,55.34,0.3,63.83,0.46,91.33,0.0,22.97
Amber_151,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.21,1.83,0.15,0.0,6.98,66.13,41.08,61.6,15.72,1.64,0.84,0.25,0.06,0.05,151.62,0.21,0.0,2.83,0.0,0.2,1.01,715.2,67.04,0.37,0.94,54.34,0.3,65.06,0.44,20.33,0.52,0.5,0.31,1.04,279.29,76.52,1.9,0.15,0.0,6.91,15.12,1.62,0.82,0.25,0.06,0.05,150.5,0.0,2.74,1.05,727.51,66.41,0.38,0.92,55.17,0.3,63.19,0.44,88.99,0.0,23.03
Amber_152,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.31,1.88,0.16,0.0,6.7,65.23,41.13,62.98,15.67,1.63,0.81,0.25,0.06,0.05,152.72,0.2,0.0,2.83,0.0,0.2,1.02,728.03,64.29,0.37,0.93,54.05,0.31,63.44,0.45,20.46,0.52,0.52,0.31,1.0,278.86,76.54,1.88,0.16,0.0,6.76,15.42,1.62,0.82,0.25,0.06,0.05,151.3,0.0,2.79,1.05,699.56,64.92,0.37,0.91,56.25,0.3,64.69,0.45,88.74,0.0,23.59
Amber_153,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.25,1.83,0.16,0.0,6.92,64.83,40.73,61.77,15.28,1.66,0.83,0.26,0.06,0.05,156.23,0.21,0.0,2.71,0.0,0.21,1.0,704.39,65.83,0.37,0.94,55.99,0.31,62.15,0.45,20.38,0.5,0.5,0.31,1.03,285.56,78.41,1.89,0.16,0.0,6.93,15.37,1.65,0.83,0.26,0.06,0.05,155.66,0.0,2.77,1.0,727.26,64.77,0.37,0.93,56.53,0.31,64.06,0.44,88.98,0.0,23.25
Amber_154,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.93,1.82,0.16,0.0,6.93,64.45,40.01,61.87,15.43,1.66,0.84,0.25,0.06,0.05,152.24,0.21,0.0,2.76,0.0,0.2,1.04,716.2,66.96,0.37,0.9,56.62,0.31,64.41,0.44,20.01,0.51,0.52,0.3,1.02,280.67,74.85,1.86,0.16,0.0,6.73,15.57,1.64,0.82,0.26,0.06,0.05,155.06,0.0,2.72,1.02,708.65,66.22,0.36,0.93,55.78,0.3,62.56,0.46,92.01,0.0,23.89
Amber_155,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.35,1.87,0.15,0.0,6.98,65.02,40.2,61.48,15.58,1.65,0.81,0.26,0.06,0.05,151.33,0.2,0.0,2.8,0.0,0.2,1.0,716.21,65.9,0.37,0.91,54.89,0.31,63.39,0.46,20.92,0.5,0.51,0.31,1.01,284.29,77.0,1.83,0.16,0.0,6.85,15.58,1.61,0.83,0.25,0.06,0.05,149.76,0.0,2.76,1.02,708.42,66.43,0.37,0.93,55.71,0.31,64.07,0.46,92.76,0.0,24.13
Amber_156,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.55,1.9,0.15,0.0,6.72,65.83,41.09,60.99,15.11,1.68,0.83,0.25,0.06,0.05,151.46,0.2,0.0,2.75,0.0,0.2,1.05,726.84,66.78,0.37,0.91,55.57,0.3,62.74,0.46,20.21,0.52,0.52,0.31,1.03,290.32,76.38,1.89,0.16,0.0,6.85,15.0,1.65,0.81,0.25,0.06,0.05,151.15,0.0,2.79,1.04,706.23,63.82,0.37,0.94,54.81,0.31,63.43,0.44,91.27,0.0,23.03
Amber_157,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.99,1.82,0.15,0.0,6.69,66.49,40.31,61.08,15.15,1.61,0.83,0.25,0.06,0.05,154.62,0.21,0.0,2.82,0.0,0.2,1.04,725.74,67.03,0.36,0.92,56.17,0.3,63.58,0.45,20.58,0.5,0.51,0.3,1.01,279.27,76.47,1.89,0.15,0.0,6.88,15.48,1.65,0.82,0.26,0.06,0.05,156.42,0.0,2.77,1.01,726.82,64.62,0.36,0.9,55.6,0.3,63.49,0.44,89.2,0.0,24.14
Amber_158,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.14,1.88,0.16,0.0,6.95,66.29,40.13,60.58,15.61,1.66,0.82,0.26,0.06,0.05,151.23,0.21,0.0,2.77,0.0,0.21,1.04,706.45,65.21,0.37,0.93,54.47,0.3,63.68,0.45,20.23,0.51,0.5,0.31,1.0,282.7,75.93,1.83,0.16,0.0,7.03,14.96,1.68,0.84,0.25,0.06,0.05,151.81,0.0,2.79,1.02,713.54,66.83,0.36,0.94,54.39,0.3,62.69,0.44,92.66,0.0,22.99
Amber_159,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.84,1.81,0.15,0.0,6.85,65.94,40.92,61.26,15.28,1.61,0.82,0.26,0.06,0.05,155.37,0.2,0.0,2.74,0.0,0.2,1.04,705.26,64.17,0.38,0.93,56.34,0.31,62.45,0.46,20.81,0.5,0.5,0.31,1.04,285.61,77.78,1.84,0.15,0.0,6.74,15.42,1.69,0.82,0.25,0.06,0.05,155.02,0.0,2.82,1.0,712.48,65.44,0.38,0.9,56.58,0.3,62.39,0.45,88.76,0.0,23.04
Amber_160,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.3,1.81,0.16,0.0,7.01,64.09,40.82,60.47,15.7,1.62,0.81,0.25,0.06,0.05,154.48,0.21,0.0,2.75,0.0,0.21,1.01,726.26,65.77,0.37,0.94,54.52,0.3,63.32,0.44,20.35,0.52,0.52,0.3,1.02,290.65,77.29,1.81,0.15,0.0,6.82,15.35,1.63,0.84,0.25,0.06,0.05,150.69,0.0,2.77,1.02,715.02,65.16,0.37,0.93,55.0,0.3,61.93,0.45,89.06,0.0,23.95
Amber_161,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.78,1.82,0.16,0.0,7.01,66.26,41.56,60.89,15.22,1.66,0.82,0.25,0.06,0.05,148.77,0.2,0.0,2.71,0.0,0.21,1.03,699.44,65.88,0.37,0.93,56.15,0.31,63.94,0.46,20.55,0.5,0.52,0.3,1.02,282.1,78.17,1.84,0.15,0.0,6.9,15.15,1.66,0.83,0.25,0.06,0.05,154.78,0.0,2.75,1.02,700.05,63.92,0.37,0.92,55.23,0.3,62.16,0.45,93.11,0.0,23.29
Amber_162,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.36,1.88,0.15,0.0,6.96,66.28,40.04,61.27,15.24,1.68,0.82,0.26,0.06,0.05,154.89,0.2,0.0,2.83,0.0,0.21,1.0,711.55,66.43,0.36,0.9,56.33,0.3,63.04,0.45,20.49,0.5,0.52,0.31,1.02,278.1,76.04,1.83,0.15,0.0,6.82,15.68,1.62,0.81,0.26,0.06,0.05,154.94,0.0,2.82,1.0,694.23,66.6,0.37,0.92,56.28,0.31,63.9,0.44,90.56,0.0,23.35
Amber_163,Amber,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.56,1.88,0.16,0.0,6.86,66.52,41.65,61.44,14.96,1.65,0.83,0.26,0.06,0.05,154.85,0.2,0.0,2.78,0.0,0.2,1.01,724.94,65.63,0.38,0.91,54.69,0.31,61.94,0.46,20.36,0.5,0.5,0.3,1.04,287.6,77.48,1.81,0.15,0.0,6.75,15.22,1.62,0.84,0.26,0.06,0.05,154.8,0.0,2.73,1.05,724.11,64.49,0.37,0.92,55.01,0.3,63.5,0.45,91.91,0.0,23.12
